"property_id","city","price","month","year","surface_total","surface_covered","rooms","bedrooms","bathrooms","property_type","operation_type","lat","lon","title","description","precio_por_mt2","color","distancia_parque","distancia_tm","distancia_avenida","distancia_CC","description_limpia","lemmas","parquedero","deposito","ascensor","estrato","barrio","surface_3"
"d56159653f5d2abc5ed5acd7","Bogotá D.C",NA,10,2020,119,108,3,3,2,"Apartamento","Venta",4.6665749548,-74.0487742424,"apartamento la cabrera","este apartamento tiene unos hermosos acabados espacios amplios y generosos para disfrutar en familia y con amigos su amplia zona social la cocina muy funcional para quienes disfrutan preparando cenas especiales cuenta con todo lo necesario y excelente iluminacion al fondo la zona de ropas y un cuarto util que el propietario entrega con repisas para almacenamiento tiene un espacio que actualmente se destino a estar de tv puede ser tambien utilizado para un comodo estudio para trabajo en casa la alcoba principal con vestier y bano privado tiene una excelente iluminacion y es muy amplia cuenta con dos alcobas mas cada una con closet comparten un bano adicionalmente esta el bano para la zona social el parqueadero permite acomodar dos vehiculos en linea esta apartamento es especial por su excelente diseno para quienes disfrutan del confort esta en una zona exclusiva segura y tranquila que ademas goza de alta izacion",NA,"#2A9D8F",134.460845120301,268.091604400114,260.21888396004,917.577498399968,"este apartamento tiene unos hermosos acabados espacios amplios y generosos para disfrutar en familia y con amigos su amplia zona social la cocina muy funcional para quienes disfrutan preparando cenas especiales cuenta con todo lo necesario y excelente iluminacion al fondo la zona de ropas y un cuarto util que el propietario entrega con repisas para almacenamiento tiene un espacio que actualmente se destino a estar de tv puede ser tambien utilizado para un comodo estudio para trabajo en casa la alcoba principal con vestier y bano privado tiene una excelente iluminacion y es muy amplia cuenta con dos alcobas mas cada una con closet comparten un bano adicionalmente esta el bano para la zona social el parqueadero permite acomodar dos vehiculos en linea esta apartamento es especial por su excelente diseno para quienes disfrutan del confort esta en una zona exclusiva segura y tranquila que ademas goza de alta izacion","['apartamento', 'hermoso', 'acabado', 'espacio', 'amplio', 'generoso', 'disfrutar', 'familia', 'amigo', 'amplio', 'zona', 'social', 'cocina', 'funcional', 'disfrutar', 'preparar', 'cena', 'especial', 'contar', 'necesario', 'excelente', 'iluminacion', 'fondo', 'zona', 'ropa', 'cuarto', 'util', 'propietario', 'entregar', 'repisa', 'almacenamiento', 'espacio', 'actualmente', 'destinar', 'tv', 'utilizar', 'comodo', 'estudio', 'trabajo', 'casa', 'alcoba', 'principal', 'vestier', 'bano', 'privado', 'excelente', 'iluminacion', 'amplio', 'contar', 'alcoba', 'closet', 'compartir', 'bano', 'adicionalmente', 'bano', 'zona', 'social', 'parqueadero', 'permitir', 'acomodar', 'vehiculo', 'linea', 'apartamento', 'especial', 'excelente', 'diseno', 'disfrutar', 'confort', 'zona', 'exclusivo', 'seguro', 'tranquilo', 'adema', 'gozar', 'alta', 'izacion']",1,0,0,6,"LA CABRERA",237.202648812792
"45550aa81c0151f1fd9fd8fe","Bogotá D.C",NA,10,2020,119,108,4,4,2,"Apartamento","Venta",4.6728335786,-74.0553775978,"apartamento en parque virrey","acogedor apartamento frente al parque el virrey costado sur ideal para familias cuenta con 3 habitaciones amplias habitacion principal con bano y walking closet cuarto de servicio con su respectivo bano cuenta con un area de 135 m2 balcon terraza interior de uso exclusivo de 11 m2 sala comedor con chimenea estudio independiente cocina cerrada con opcion de abrirla 2 parqueaderos en linea un deposito interno y otro externo en el 9 piso el edificio cuenta con caldera planta electrica",NA,"#2A9D8F",115.434515778418,460.520406340464,440.963714697758,381.343433228862,"acogedor apartamento frente al parque el virrey costado sur ideal para familias cuenta con 3 habitaciones amplias habitacion principal con bano y walking closet cuarto de servicio con su respectivo bano cuenta con un area de 135 m2 balcon terraza interior de uso exclusivo de 11 m2 sala comedor con chimenea estudio independiente cocina cerrada con opcion de abrirla 2 parqueaderos en linea un deposito interno y otro externo en el 9 piso el edificio cuenta con caldera planta electrica","['acogedor', 'apartamento', 'frente', 'parque', 'virrey', 'costado', 'sur', 'ideal', 'familia', 'contar', '3', 'habitación', 'amplio', 'habitacion', 'principal', 'bano', 'walking', 'closet', 'cuarto', 'servicio', 'respectivo', 'bano', 'contar', 'area', '135', 'm2', 'balcon', 'terraza', 'interior', 'exclusivo', '11', 'm2', 'sala', 'comedor', 'chimeneo', 'estudio', 'independiente', 'cocina', 'cerrado', 'opcion', 'abrir él', '2', 'parqueadero', 'linea', 'deposito', 'interno', 'externo', '9', 'piso', 'edificio', 'contar', 'caldero', 'planta', 'electrico']",1,1,0,5,"ANTIGUO COUNTRY",11
"735deef3382aa15930482f3e","Bogotá D.C",NA,10,2020,119,108,2,2,2,"Apartamento","Venta",4.6758876621,-74.0544380134,"apartamento en exclusivo sector el virrey","quisieras vivir en un sector exclusivo de bogota muy tranquilo y seguro te traemos este apartamento en el barrio virrey a dos cuadras del parque virrey cerca al cc andino y parque de la 93 con solo 2 anos de construido acabados aaa cocina abierta tipo americana puerta de seguridad exterior con balcon y un muy buen de administracion para el sector el edificio cuenta con caldera planta electrica 2 ascensores terraza bbq cuarto de escoltas gimnasio parqueadero de visitantes",NA,"#2A9D8F",73.3830266783855,506.188995052817,486.489265161585,452.020398412406,"quisieras vivir en un sector exclusivo de bogota muy tranquilo y seguro te traemos este apartamento en el barrio virrey a dos cuadras del parque virrey cerca al cc andino y parque de la 93 con solo 2 anos de construido acabados aaa cocina abierta tipo americana puerta de seguridad exterior con balcon y un muy buen de administracion para el sector el edificio cuenta con caldera planta electrica 2 ascensores terraza bbq cuarto de escoltas gimnasio parqueadero de visitantes","['quisiera', 'vivir', 'sector', 'exclusivo', 'bogota', 'tranquilo', 'seguro', 'traar', 'apartamento', 'barrio', 'virrey', 'cuadra', 'parque', 'virrey', 'cerca', 'cc', 'andino', 'parque', '93', '2', 'ano', 'construido', 'acabado', 'aaa', 'cocina', 'abierto', 'tipo', 'americano', 'puerta', 'seguridad', 'exterior', 'balcon', 'administracion', 'sector', 'edificio', 'contar', 'caldero', 'planta', 'electrico', '2', 'ascensor', 'terrazar', 'bbq', 'cuarto', 'escolta', 'gimnasio', 'parqueadero', 'visitante']",1,0,1,6,"EL CHICO",70
"0dd49fa8bb7be52b851c6dc9","Bogotá D.C",NA,10,2020,119,108,3,3,2,"Apartamento","Venta",4.6834796577,-74.0524279864,"hermoso apartamento con terraza en chico","lindo apartamento con ascensor privado con un area de 1463 mts y una increible terraza de 1129 mts distribuido con sala comedor independiente balcon bano auxiliar 3 alcobas la principal muy comoda con vestier y bano con tina bano de alcobas cocina remodelada con zona de ropas cuarto y bano de servicio 2 garajes independientes y deposito el conjunto cuenta con teatrino salon de juegos para ninos parque salon social gimnasio y sala de internet",NA,"#2A9D8F",56.0088102825584,586.250340947062,84.4710480455075,461.994666325702,"lindo apartamento con ascensor privado con un area de 1463 mts y una increible terraza de 1129 mts distribuido con sala comedor independiente balcon bano auxiliar 3 alcobas la principal muy comoda con vestier y bano con tina bano de alcobas cocina remodelada con zona de ropas cuarto y bano de servicio 2 garajes independientes y deposito el conjunto cuenta con teatrino salon de juegos para ninos parque salon social gimnasio y sala de internet","['lindo', 'apartamento', 'ascensor', 'privado', 'area', '1463', 'mts', 'increible', 'terraza', '1129', 'mts', 'distribuido', 'sala', 'comedor', 'independiente', 'balcon', 'bano', 'auxiliar', '3', 'alcobas', 'principal', 'comodo', 'vestier', 'bano', 'tina', 'bano', 'alcobas', 'cocina', 'remodelado', 'zona', 'ropa', 'cuarto', 'bano', 'servicio', '2', 'garaje', 'independiente', 'deposito', 'conjunto', 'contar', 'teatrino', 'salon', 'juegos', 'ninos', 'parque', 'salon', 'social', 'gimnasio', 'sala', 'internet']",1,1,1,6,"CHICO NORTE III SECTOR",138
"7d3220a91e78f8bc2924d1cd","Bogotá D.C",NA,10,2020,119,108,3,3,2,"Apartamento","Venta",4.6690541,-74.051048,"espectacular penthouse duplex en cabrera","presentamos este increible penthouse duplex en cabrera uno de los barrios mas exclusivos de la ciudad con altas expectativas de izacion dadas las bondades de sus viviendas y lo estrategico de su ubicacion cerca de importantes zonas financieras y centros comerciales tiene un area de 234 mts es un piso sexto interior pero bastante iluminado cuenta con 3 habitaciones 3 banos dos estudios dos chimeneas dos balcones a los que se accede por la zona social cuarto y bano de servicio dos garajes en linea y deposito",NA,"#2A9D8F",118.526661047032,612.986635119313,606.074609631068,605.221187384501,"presentamos este increible penthouse duplex en cabrera uno de los barrios mas exclusivos de la ciudad con altas expectativas de izacion dadas las bondades de sus viviendas y lo estrategico de su ubicacion cerca de importantes zonas financieras y centros comerciales tiene un area de 234 mts es un piso sexto interior pero bastante iluminado cuenta con 3 habitaciones 3 banos dos estudios dos chimeneas dos balcones a los que se accede por la zona social cuarto y bano de servicio dos garajes en linea y deposito","['presentar', 'increible', 'penthouse', 'duplex', 'cabrera', 'barrio', 'exclusivo', 'ciudad', 'alto', 'expectativa', 'izacion', 'bondad', 'vivienda', 'estrategico', 'ubicacion', 'cerca', 'importante', 'zona', 'financiero', 'centro', 'comercial', 'area', '234', 'mts', 'piso', 'sexto', 'interior', 'iluminado', 'contar', '3', 'habitación', '3', 'bano', 'estudio', 'chimenea', 'balcón', 'acceder', 'zona', 'social', 'cuarto', 'bano', 'servicio', 'garaje', 'linea', 'deposito']",1,1,0,6,"LA CABRERA",237.202648812792
"d3054072b2175deec2c1f8dc","Bogotá D.C",NA,10,2020,119,108,3,1,2,"Apartamento","Venta",4.6461598,-74.0646778,"apartamento en bogota chapinero","apartaestudio en tipo loft exterior para estrenar con na acustica de reduccion al ruido ubicado estrategicamente con excelentes vias de acceso estufa de induccion ahorradora de energia y sistema digital ubicado entre las estaciones de la calle 57 y la calle 63 de transmilenio cerca de zona financiera universitaria y comercial centro comercial en los primeros pisos de la edificacion oikos infinitum cuenta con zonas sociales como salon comunal recepcion lobby gimnasio terrazas comunales bbq parqueadero independiente",NA,"#2A9D8F",314.195942842775,63.7865531130593,257.8581501434,1505.4198092257,"apartaestudio en tipo loft exterior para estrenar con na acustica de reduccion al ruido ubicado estrategicamente con excelentes vias de acceso estufa de induccion ahorradora de energia y sistema digital ubicado entre las estaciones de la calle 57 y la calle 63 de transmilenio cerca de zona financiera universitaria y comercial centro comercial en los primeros pisos de la edificacion oikos infinitum cuenta con zonas sociales como salon comunal recepcion lobby gimnasio terrazas comunales bbq parqueadero independiente","['apartaestudio', 'tipo', 'loft', 'exterior', 'estrenar', 'na', 'acustico', 'reduccion', 'ruido', 'ubicado', 'estrategicamente', 'excelente', 'via', 'acceso', 'estufa', 'induccion', 'ahorradora', 'energia', 'sistema', 'digital', 'ubicado', 'estación', 'calle', '57', 'calle', '63', 'transmilenio', 'cerca', 'zona', 'financiero', 'universitario', 'comercial', 'centro', 'comercial', 'piso', 'edificacion', 'oikos', 'infinitum', 'contar', 'zona', 'social', 'salon', 'comunal', 'recepcion', 'lobby', 'gimnasio', 'terraza', 'comunal', 'bbq', 'parqueadero', 'independiente']",1,0,0,3,"CHAPINERO CENTRAL",237.202648812792
"b7574b06d593fca4eac59815","Bogotá D.C",NA,10,2020,119,108,3,1,2,"Apartamento","Venta",4.6460076,-74.0647213,"apartamento en bogota chapinero","apartaestudio en tipo loft exterior con na acustica de reduccion al ruido ubicado estrategicamente con excelentes vias de acceso estufa de induccion ahorradora de energia y sistema digital ubicado entre las estaciones de la calle 57 y la calle 63 de transmilenio cerca de zona financiera universitaria y comercial centro comercial en los primeros pisos de la edificacion oikos infinitum cuenta con zonas sociales como salon comunal recepcion lobby gimnasio terrazas comunales bbq parqueadero independiente",NA,"#2A9D8F",314.86867184523,61.7870024772946,240.366954170084,1499.8694455302,"apartaestudio en tipo loft exterior con na acustica de reduccion al ruido ubicado estrategicamente con excelentes vias de acceso estufa de induccion ahorradora de energia y sistema digital ubicado entre las estaciones de la calle 57 y la calle 63 de transmilenio cerca de zona financiera universitaria y comercial centro comercial en los primeros pisos de la edificacion oikos infinitum cuenta con zonas sociales como salon comunal recepcion lobby gimnasio terrazas comunales bbq parqueadero independiente","['apartaestudio', 'tipo', 'loft', 'exterior', 'na', 'acustico', 'reduccion', 'ruido', 'ubicado', 'estrategicamente', 'excelente', 'via', 'acceso', 'estufa', 'induccion', 'ahorradora', 'energia', 'sistema', 'digital', 'ubicado', 'estación', 'calle', '57', 'calle', '63', 'transmilenio', 'cerca', 'zona', 'financiero', 'universitario', 'comercial', 'centro', 'comercial', 'piso', 'edificacion', 'oikos', 'infinitum', 'contar', 'zona', 'social', 'salon', 'comunal', 'recepcion', 'lobby', 'gimnasio', 'terraza', 'comunal', 'bbq', 'parqueadero', 'independiente']",1,0,0,3,"CHAPINERO CENTRAL",237.202648812792
"79e822115c5c1a4531366001","Bogotá D.C",NA,10,2020,15,106,3,3,2,"Apartamento","Venta",4.651,-74.064,"apartamento en en bogota chapinero teusaquillo cod vsei4341","en subasta base de oferta apartamento en en edificio consta de sala comedor amplios cocina semi integral hall 3 habitaciones grandes con doble closet principal con bao privado star estudio bao social patio de ropas entorno relevante parque lourdes olmpica cerca a zona bancara y universitaria iglesia de lourdes barrios colindantes baquero chapinero norte san luis san francisco sur",NA,"#2A9D8F",305.545668588571,41.0820133722618,342.458863689992,1077.8442249511,"en subasta base de oferta apartamento en en edificio consta de sala comedor amplios cocina semi integral hall 3 habitaciones grandes con doble closet principal con bao privado star estudio bao social patio de ropas entorno relevante parque lourdes olmpica cerca a zona bancara y universitaria iglesia de lourdes barrios colindantes baquero chapinero norte san luis san francisco sur","['subasta', 'base', 'oferta', 'apartamento', 'edificio', 'constar', 'sala', 'comedor', 'amplio', 'cocina', 'semi', 'integral', 'hall', '3', 'habitación', 'doble', 'closet', 'principal', 'bao', 'privado', 'star', 'estudio', 'bao', 'social', 'patio', 'ropa', 'entorno', 'relevante', 'parque', 'lourd', 'olmpico', 'cerca', 'zona', 'bancaro', 'universitario', 'iglesia', 'lourd', 'barrio', 'colindant', 'baquero', 'chapinero', 'norte', 'san', 'luis', 'san', 'francisco', 'sur']",0,0,0,4,"CHAPINERO NORTE",15
"d3ed5316a463d38c1bd321d0","Bogotá D.C",NA,10,2020,119,250,3,3,3,"Apartamento","Venta",4.669,-74.045,"apartamento en en bogota la cabrera cod vrei 16819","inf flor jimnez XXX remodele doscientos cincuenta metros cuadrados en el mejor barrio de bogot piso alto espectacular vista de 180 edificio super exclusivo y tradicional de la cabrera parqueo de visitantes zonas verdes parque dos garajes y depsito gran saln social planta elctrica total excelente seguridad excelente",NA,"#2A9D8F",100.027730420765,1.91267999121452,1.73689675583844,1274.26838913814,"inf flor jimnez XXX remodele doscientos cincuenta metros cuadrados en el mejor barrio de bogot piso alto espectacular vista de 180 edificio super exclusivo y tradicional de la cabrera parqueo de visitantes zonas verdes parque dos garajes y depsito gran saln social planta elctrica total excelente seguridad excelente","['inf', 'flor', 'jimnez', 'XXX', 'remodelar', 'doscientos', 'cincuenta', 'metro', 'cuadrado', 'barrio', 'bogot', 'piso', 'alto', 'espectacular', 'visto', '180', 'edificio', 'super', 'exclusivo', 'tradicional', 'cabrera', 'parqueo', 'visitante', 'zona', 'verde', 'parque', 'garaje', 'depsito', 'saln', 'social', 'planta', 'elctrico', 'excelente', 'seguridad', 'excelente']",1,0,0,6,"EL CHICO",250
"2f1880c9b8f7ac2715e1236d","Bogotá D.C",NA,10,2020,140,140,2,2,3,"Apartamento","Venta",4.67,-74.045,"apartamento en en bogota la cabrera cod vrymX","apartamento remodelado frente a parque cerca de vas principales y con buena vista a los cerros tiene seguridad 24 horas el edificio cuenta con generosos espacios de esparcimiento cuenta con 3 parqueaderos cubiertos los atractivos del inmueble es que todos sus pisos son en madera cuenta con cortinas elctricas en todas las zonas cuenta con un amplio walking closet en la habitacin principal y baos completos en las habitaciones",NA,"#2A9D8F",11.6186126191016,49.7877903762387,43.8473043885527,1273.43445888239,"apartamento remodelado frente a parque cerca de vas principales y con buena vista a los cerros tiene seguridad 24 horas el edificio cuenta con generosos espacios de esparcimiento cuenta con 3 parqueaderos cubiertos los atractivos del inmueble es que todos sus pisos son en madera cuenta con cortinas elctricas en todas las zonas cuenta con un amplio walking closet en la habitacin principal y baos completos en las habitaciones","['apartamento', 'remodelado', 'frente', 'parque', 'cerca', 'vas', 'principal', 'vista', 'cerro', 'seguridad', '24', 'hora', 'edificio', 'contar', 'generoso', 'espacio', 'esparcimiento', 'contar', '3', 'parqueadero', 'cubierto', 'atractivo', 'inmueble', 'piso', 'madera', 'contar', 'cortina', 'elctrica', 'zona', 'contar', 'amplio', 'walking', 'closet', 'habitacin', 'principal', 'bao', 'completo', 'habitación']",1,0,0,6,"EL CHICO",140
