"property_id","price"
"d56159653f5d2abc5ed5acd7",527960416.898139
"45550aa81c0151f1fd9fd8fe",620777046.663309
"735deef3382aa15930482f3e",483076681.627745
"0dd49fa8bb7be52b851c6dc9",428223912.725425
"7d3220a91e78f8bc2924d1cd",450798834.015088
"d3054072b2175deec2c1f8dc",507912956.248477
"b7574b06d593fca4eac59815",513733613.730062
"79e822115c5c1a4531366001",387093371.424205
"d3ed5316a463d38c1bd321d0",621218600.520864
"2f1880c9b8f7ac2715e1236d",812640883.998926
"dcca1c7f109175760ff531c6",534561974.270015
"dfc4f3facf91bbd93ee0fa4d",407109504.079748
"30e134a6cbe61d7954d0f56b",412791031.397963
"385fee7bd9ad7722d45dd034",406006280.54958
"87199c236bf22903d1aafdd0",406006280.54958
"19e19ad0cd6b5e84d8aa970e",461672636.479461
"907f968e78d748fde69dd44f",683274858.301928
"be094e5db0f784e3aa013aae",461905202.803532
"7ab96f83915bc84f8c03c1bd",485079463.423555
"07f4aa9b9ff5b0b05d31e6c0",688396047.288217
"e9be8cd37abed8ab510ba1f5",596926203.422112
"5f6ad58df27b562db077b5ce",640214207.714408
"ee96d947484aaace40f9b77f",528869416.234008
"15c4aef8401208054697b81e",701717143.511033
"22d6cb11333f2839b8112b89",905900991.896041
"288c09c33907dadbae495c11",886326111.483756
"f71d2bca0c5fe2720a1544c4",448737946.579941
"451744cf3ce55a98db8a3562",455756071.723932
"fba9ae05a6a8a9e0c6268a9f",375481804.171977
"1338e58f7dcebf5a1ea59388",423098326.718382
"a817e8da0ada143ac87277ee",360034370.677064
"46d8bb3e9a0ca584d3c7a317",577729862.731666
"b2506aa9463aebf01e1e00ca",459734820.815408
"7ec025b9b6e6f33bf65af41b",417249288.91715
"2ff531e27672ecd2362eed55",537220677.145514
"9b3cf0d1b91b9c6a2a887647",474385078.422249
"7db5291ce4602d9b2b266872",413920360.400919
"65d5918e826c33bb950fc008",549054659.36687
"395c34e4b8f52cbdb0522459",580760746.536189
"855f4b67d2bd6d18fd03d8e7",492221237.153893
"9ff06409b37e5b5dece4604a",609328511.011319
"0508cd7bd2c77ebb6fea1e56",474537029.122118
"b45fff2e718e54772d46a3fd",495877432.662716
"cf4d2297b73dbc357d21e31b",568094804.222656
"0ada7044c5b29925abc90879",498329534.937006
"6305f02255274ab5fb6bd39c",500461752.777052
"d9a94194ae1350512beff3e6",783286604.639327
"e3896296cb80d50d9ad3f903",601281443.996184
"6514f355887c64136edb5595",724551783.415771
"f03400cc18e12903b3ffbe5a",535475664.674828
"4e134600155a64783b3f8c3e",457479316.633213
"d63ebc63c82fbf66d8b6ffd3",664218843.379744
"1bd64811bd59706844230198",651697746.004121
"a83921284639eedd4a511cb6",691254487.087668
"a2f3f7a1cd573e2a33f52e2d",698419265.90516
"47344a66471fa51f61c64652",649296405.282319
"78fd849c9429091347d7e5c9",627424153.908295
"c3daf2abea55af99c9579319",595265186.321158
"52864916eb1984abca41ec66",783629525.490735
"c62494a9d7aede44f2f84023",887528020.315765
"a2b576643f7a032371587e5e",817749945.925817
"e53bc68f0e97ccead24f3e56",490359945.43675
"fd82c710aad91bc90af490fe",486203056.328933
"d436abc2ee37ba3dd561e940",489162276.622838
"216a598114a403676011cb51",555428201.434165
"ea230d5eccd2b687888173bb",767440659.552481
"18bd0dd7580f2a7cb19a90b9",364031710.39661
"b143c8ca6d334f6a73c3f2a0",376813398.521282
"ab388cb4fa511968783bafee",562170234.696967
"6a4f08cd04d558a56af732d9",465762084.450912
"7216c895aa047c4f405c4941",488386223.870573
"a493488dcd906dc74cf8a604",514504939.740089
"7844b0b2bc65dced90a355c6",432334622.640932
"c1976383069b6b82ab29d092",397182855.193399
"e5cfd99e2308b7b73581dbdc",567538832.499109
"c18c2ea88f4ac53970b53d2c",655181331.266771
"842c9f0e4edf1e5a672ce15e",546082645.578167
"7dd1e46dcbddc6bf5ef694de",409919615.421742
"6cc4f32b39180bd1ec7e117b",510286767.979411
"79e643789a85dc4ffad49a25",776945486.616924
"b3402a9173d289d6db78e09d",596926203.422112
"a446507813234e358db8b573",660793208.56152
"c8ef57ddfb35061d1876f94e",623277064.52501
"360be0df2c003005e3db080e",666051305.007471
"9ab245a4c91877cb7a8661ce",1173478168.39994
"a57a34c7486e7a40e8deb316",657784437.768766
"ceba7d0f56f6cb03538962fb",596200673.099339
"d5475993f9db58c3e4baf7a3",713947147.068131
"d37a1dda09e30da13ff5bfc3",595957049.047292
"68a8b8d077a8232723bf37e9",640214207.714408
"e1eea7716ca6490b7640717a",602301040.26396
"4ae6d75b10848d259ecba576",740392778.530199
"17afbce5c0b56732abbea936",624022893.977122
"84a2673eccd3cf3bd7fd3eb0",783629525.490735
"f2f4e6cbafe527b155707f01",905900991.896041
"de2e3a592cda5b76c9573c5c",866845724.555595
"fac651cf404a58f24dc7d286",1228522633.68327
"e6f312a0877af26b69855a3d",1250651021.0603
"333a643c623a9bc75f3a40f2",653459684.141951
"64593641e470908ef23b46cb",879543929.545654
"ce9f2f0071be658ae75ca6f9",817749945.925817
"9ab385e399a4673732b6a799",490661048.923406
"3429c774b736cefc051e2c55",493490394.439608
"a51ad0372758b2bbfe73f8fd",566330762.340701
"8c801a266256e3fbabe7e3d2",575714098.657997
"ca2f81b8fb6fda20aefb0ccb",472013870.99534
